reviewText,summary,unixReviewTime,reviewTime
"A rather unique perspective the second World War. Rather dry and slow moving. For an American, there is a certain learning curve to appreciating and understanding the British, especially those of some 70 years ago.",Island at War Season 1,1371168000,"06 14, 2013"
These two dumb girls decide to ride their bikes and come across a water tank. They are drunk and strip to their underwear. It is dark so one jumps in and the other follows without even checking the tank for a way of escape. Well the water is at a low level and they have a hard time getting out.I waited till the end to see if they ever could figure out how to get out and it was quite clever I will admit. But not everything goes right! The ladder was too high so they had to improvise. If I ever got stuck in this situation I will remember this trick but I won't get into this situation!,The Kiss,1390089600,"01 19, 2014"
"I didn't give a better rating for this season because while some of the episodes were definitely 5 stars, there were too many from the season that just weren't that great. Also, I know the program is a dramedy and parts are supposed to be funny, but many of the characters in this season were just horrendously stereotyped and some of the written material is borderline racist, sexist, etc. I realize the Sue Sylvester character is supposed to be an obnoxious b*tch, but I just think some things she and other characters state can be done differently.I particularly was incensed when in Season 3 one of the characters used the phrase ""rice queen"" when referring to the Asian boy character and Sylvester constantly calling Santana ""Sandbags"" is very sexist, unless I am misunderstanding something here.Although Sue Sylvester seems to become more human and tolerant later in the season, I still think she can be portrayed as a b*tch and be funny WITHOUT all the stereotyping and comments her character makes.I realize the show is attempting to fight hate and bullying and support the rights of many, but I seem to get mixed messages from the show's writers. I certainly don't want the show censored or told what to do by any person or organization; it should appear the way the creators want it to appear.Maybe the whole point of Murphy and company pushing the envelope is to get people to think, but it is difficult at times to know when they are just trying to be funny cute and what times they are trying to be hateful and or stereotypical to make a point.",Very disappointed with quality and derogatory tone of program!,1352505600,"11 10, 2012"
Do not believe all the rave reviews.  They're  all from family members and die hard fans who don't want to see these bird killers go.  It's time to close the curtains on this lame show already.,Waste of time.,1396051200,"03 29, 2014"
What  a  great  name for a great  show. I love it. It's  original  how can you not. Especially  Elijah he is really  getting  hotter  and hotter  with every new episode.,The originals.,1388620800,"01 2, 2014"
"MINOR SPOILERS:With Callie now in Atlanta, the whole Jim Callie dynamic is borderline annoying. The cases are still interesting, as is Jim's repartee with Carlos and Daniel. One reality check is in nearly every episode Jim verbally accuses 2 3 innoncent parties of being guilty where in the ""real world"" it would be construed as harjazzment.Welcome Taylor Cole (Jennifer) who joins the show as a Supervisor sent in to evaluate Jim's success rate while coming up with solutions to make his cases more trial able. Jennifer is a raven haired beauty that is smoldering hot and has a knack for wearing heels and short skirts even in the most inappropriate of places. Since IMHO, the show itself is not any better than the previous season, I have to believe that the additional + 100k viewers per episodes are all her!Maybe it is an optical illusion, though I swear that Callie was filmed this year at odd angles, which is generally a sign of pregnancy or weight gain? Then again, will all due respect to Kiele Sanchez (AKA Callie), there are solid reasons why you rarely see her in the same frame as Taylor Cole!Without giving away the ending and under the guise of full disclosure, I may have removed 1 2 star from my rating for the simple reason that Jim took a pjazz on an impjazzioned plea by Taylor Cole when she essentially offered herself up!In sum, an entertaining show that may have lost a step in season 3, I can only hope that Ms. Cole reappears in Season 4 or I don't know if I will be compelled to tune in.","Still good, though IMO slipped a notch. Thank heavens for Taylor Cole!",1348963200,"09 30, 2012"
"The countryside is gorgeous, Galway, Ireland what's not to like? The actors mostly up and coming, none of whom I recognized, the storyline, tried and true.A dad, calls his three children home, he has something he wants to talk about. Is he ill, is he in trouble, what is going on? The three children all return home, one with her husband and two children, one with his current girl in tow, and one all by himself. The secret it turns out is not too scary. And, all of the children bring secrets of their own. This is billed as a dysfunctional modern Irish family, but, in reality, it is a normal family coming together two years after the death of their mother.There are some fun times, lots of boring, nothing really said times, fair acting, but nothing in this film grabs you to really want to know more. The scenery is the best bet, and there is a lot to see. We visit pubs where everyone gets drunk, children's playground, cemetery, and scenes of the farm, which looks nice enough. Which does make me wonder how the dad all by himself kept the place looking so good.  When all is said and done there is no big family meeting to settle things, it seems it is all done in small groups, or by looks, but we are not privy to too much of the conversation.Really a film for Seinfeld fans, about nothing.Recommended For The Scenery.  prisrob 02 22 14","All About Nothing, Really",1393027200,"02 22, 2014"
"I love Natalie Zea but this show doesn't cut it for me... I might watch if free but compared to the other shows, it is not as good.  The only cool thing I guess was including the FOX pregame crew..  Obvious stuff with cocky QB being shown up and the old washed up QB getting the call...  I would pjazz if I were Amazon..",Pretty Lame Football Show,1391817600,"02 8, 2014"
"Great acting, great story, great filming... Please bring this back Amazon! This is a fascinating look at a part of the world I know nothing about. I'm hooked.",SO GOOD,1391817600,"02 8, 2014"
"I like this show, though it is pretty low budget. The hosts show bravery in investigating many of these paranormal entities and creatures.","low budget, but good",1405123200,"07 12, 2014"
"The only part I didn't like was the credits at the end.....because it meant it was over.  It was a great series in my opinion, and not the type of show I would normally watch.",Just hated that it ended..boo hoo,1381104000,"10 7, 2013"
Make more !  I like this so far.  ...and when are the kids shows we voted for last year coming out?  Thanks,intriguing start,1395360000,"03 21, 2014"
Characters that grate and dialogue that annoys rather than entertains. Is this a comedy because a man in a dress is supposed to be funny (it's not)? Let's hope this one doesn't make it past the pilot.,Aren't comedies supposed to be funny?,1392163200,"02 12, 2014"
"It's not you, it's me...The first two seasons were intriguing and a curiosity but as of season three, I am over it.",The name says it all...,1390867200,"01 28, 2014"
Wonderful and back to crimes! I love it love it love it its great so good it freaks me out,yessssssssssss,1366329600,"04 19, 2013"
"The premise was original but that's as far as it went. The plot was repetitive even for a comedy like this. You basically know the story and it's a thin one. It just seemed like the script could've had more story elements to it. For instance, Zack Efron gave the frat a big speech in the beginning and vowed to create a major college tradition that would become legend like beer pong. So I thought we'd see the frat trying out silly ideas which we didn't. Neighbors has some laughs, don't get me wrong, it just wasn't a homerun. Note, the wife drops the F Bomb like a drunken sailor, not really needed to me and it took her sweetness away. Looking back it's a forgettable comedy. I think a few more rewrites were needed and you could tell 3 4 in that the movie had run out of ideas.",Needed more depth and ideas.,1400371200,"05 18, 2014"
"When the new girl in school starts to come between Rebecca and her best friend, Lucy, she begins to suspect that there is something far more sinister behind their relationship. Rachel Klein's modern update on traditional Gothic storytelling is brought to life in Mary Harron's screen adaptation of THE MOTH DIARIES, from 2011. Rebecca and the other girls transpose their teenage anxieties like anorexia, depression, suicide, and sexuality on to their ghostly cljazzmate as a means of dealing with their internal struggles. While Ernessa may not be seen physically drawing the blood from her victims, her presence at the school certainly saps the other girls of their strength and happiness, leading them in to despair. The lesbianic undertones that are present in the plot also draw strongly from the cljazzic tale of Carmilla, which is frequently referenced throughout the girls' schoolwork. Harron takes a timely approach in developing the characters and mood of the picture, but unfortunately, her deliberate pacing begins to wear during the long periods of inaction and leaves the audience feeling deprived as the film draws to its anticlimactic ending. Still, we are left on a positive note, having grown with Rebecca as she overcomes her pain and loss to find a renewed strength in herself. THE MOTH DIARIES ultimately falls short of becoming a modern cljazzic, but it does provide another unique and emotionally charged vampire tale in the same vein as LET THE RIGHT ONE IN. Carl ManesI Like Horror Movies",The Moth Diaries,1359590400,"01 31, 2013"
I really like this show about individuals living off the land.  Helps remind us that are basic struggle in life is really daily survival and not acquisitions and social standing.,Cool Show,1376956800,"08 20, 2013"
"Interesting program, good acting, story line keeps my attention.",Excellent,1404691200,"07 7, 2014"
"as awesome as ever, look forward to each and every episode.  Going to have the husband buy me the complete season for Christmas",Love my Bones,1353369600,"11 20, 2012"
"Vikings  is an interesting show, and the acting and scenery are all nice: the problem is, I have seen this routine so many times that by the 9th episode (all of which I paid for) I still haven't watched.  If you are looking for an &#34;easy&#34; to watch action series, this is better than a lot I have seen, I just wanted something a bit more.","Bloody action tv, what's new",1370649600,"06 8, 2013"
"This show seemed interesting at first, but it just became boring after only a few episodes. I think if I still had cable and didn't have to pay per episode, I might watch it when nothing else was on. But at this price, it just isn't worth it to me.",Got bored quickly.,1355184000,"12 11, 2012"
The concept of this show is good. The people in this show are not. It seems to me like they blame all of these &#34;hauntings&#34; on objects that would look cool in their museum.'I believe this object is the reason why your home is haunted. What would you like to do? I can take it to my museum for you and rid you of the haunting.'Tools.,Can I take your stuff?,1374624000,"07 24, 2013"
"Wow..I love this show. Jo gets prettier with every episode. Danny, wake up. Take it easy with Jo, you kinda broke her heart.",Twisted indeed,1397088000,"04 10, 2014"
I didn't really care for the show. The only reason I watched it was because I think Judi Dench is fabulous. But don't really care to watch much more of this show.,Judi Dench is the Reason,1380758400,"10 3, 2013"
I love period shows especially dramatizations of real life events and this show was definitely one of the  great ones.  The suffering of the very poor and the politics involved in relation to running a hospital made the show interesting.,Wonderful,1399852800,"05 12, 2014"
This is a series that I hardly ever miss and then can't wait for it to come out on DVD!,Prison Break 3,1227398400,"11 23, 2008"
"Just ok. not the best comedians to chose from, but this was free on prime, so I guess I got my money's worth :)",it was ok,1389225600,"01 9, 2014"
"Raylan   US Marshall, gets sent back home because of a &#34;Justified&#34; shooting that he did that was viewed as socially questionable by the Marshall Service.Boyd   Bad boy with questionable morals that Raylan knew while he was working the mines.Plot   Bad guys galore, tons of shooting and other more bizarre ways to get killed.First 3 seasons, I would rate right up there as excellent.  Over the top violence, decently handled, a &#34;Big Bad&#34; every season that served the purpose and there was a nice levity to Raylan's approach to dealing out justice.  Low tolerance for stupidity and a &#34;get the job done&#34; attitude.Superman?  No not Raylan, as he has been known to get the crap beat out of himself on several occasions in the series.  Made some believable dumb decisions.  But it's been entertaining.This season....  Well, it's like they've been cruising downhill depending on prior momentum to keep it going.  Lack of Big Baddie, pacing has been off and the big thing this season, so far seems to be a carrier bag that dropped from the sky many years ago that was filled with cocaine.Raylan seemed to have his own episodes, Boyd his own and the two didn't cross.Boyd this season is portrayed much less ambiguously and more straight out do whatever needs to be done to help along his drug and other nefarious business.  Still some of the humor in the relationship of the two exists, but a lot of the complexity that they had given Boyd and that I had really enjoyed, seems to have evaporated.This one to my mind is on my &#34;critical care&#34; list, sticking with it in hopes that it's going to get it's act together, but the fun that I've had with it in the past just isn't there.Acting still good, I blame the scripts.",Justified in cruise control,1361145600,"02 18, 2013"
"Last season this series began to take a bad turn when it resorted to sick levels of violence for nothing more than shock value. This season they seem to be employing a scorched earth policy as for as their characters and any redeeming values they might have left. Over these many seasons there has been a consistent theme that the Max Teller character was the flawed yet somewhat noble protagonist of the story. After episode two of this season I can say that he is just another morally and ethically bankrupt character that deserves whatever blizzard fate that SUTTER can think up for him. When there are no longer any characters that an audience can identify with or root for, it's time to wrap it up an close the book on S O A.When does JUSTIFIED come back ?After watching the final episode ...... W T F ?  In the scope of th  storyline (what storyline there was), killing off that character, in some blizzard way, made sense. However the way they chose to do it is so implausible that it takes away any shred of believability.  In what direction could this show possibly go in another season ?",Disappointing direction for a great to good series - updated thru Ep 13,1380067200,"09 25, 2013"
"exceptional story line, character development is outstanding. set decor and CG is on par with the best movies. really a stellar series. whether you are a fan of sci fi or not, you need to watch this. and there are no little great men, or multi legged tenacley things.",possibly the best tv series ever.,1359331200,"01 28, 2013"
Very average. Not very interesting at times. A lot of eye candy gets thrown in t keep your attention as the plot very slowly unfolds.,Hoping things get revealed in season 2,1400112000,"05 15, 2014"
Good family movie. Gives a silver lining to a difficult situation. It is good comedy and drama.  My family and i really enjoyed this movie.,Family movie.,1384214400,"11 12, 2013"
"To sum this series up,...Fairy Tales for grown ups! Fun, spooky, and highly entertaining. This series just keeps getting better. Highly recommend. Might be a bit scary for kids under 13.",Terrific!,1393804800,"03 3, 2014"
Wow. This is the best show I have ever watched. The ending was even fantastic which is hard to find these days with series. Watch this and you will not be disappointed.,My favorite show of all time.,1380844800,"10 4, 2013"
"The premise sounded good, and the story line for the premiere was also very good, but I find the needless nudity that was in the premier and then again in the second episode made me decide I didn't want to watch this series after all.  It and coarse language are always a sign of a weak script.  When the writing is good, these elements are unneeded.  I was very disappointed.",Disappointing added items,1401926400,"06 5, 2014"
"The Mindy Project is a ""comedy"" I don't find it funny when a successful doctor acts like an insecurity teenager.  ""Mindy"" may have graduated medical school and practices medicine but is a ""project"" because she isn't in a relationship. This show sends a horrible message to young women.",Not my taste.,1383523200,"11 4, 2013"
"As I began watching Alphas, I found myself waiting days and weeks between episodes. But, by the middle of the first season, the show really started taking off. I watched the entire second season in a few days   watching 3 4 episodes at a time. That's when I found out it had been cancelled. I don't like watching shows, no matter how great, that only have a season or two. Alphas left me wanting more   I want to know how the characters continue to develop, what new characters come into play, where the storyline goes, and what happened after the season ending cliffhanger. I'm disappointed, to say the least. But if you're in the camp of &#34;better to have loved and lost...&#34; then by all means watch Alphas. You'll enjoy the all too short ride.Side note: My favorite character was Gary, the autistic genius with &#34;special&#34; abilities. Great acting, brother!",BEWARE: This amazing show has been cancelled. :-(,1382400000,"10 22, 2013"
Love the 40s life that it shows! Very cool time in history. Just beware the marriage issues in some episodes aren't appropriate for younger audiences.,Great show,1392508800,"02 16, 2014"
"i ordered this for my mom for her birthday,and she loved it so much that i bought her the second season also..i would recommend it to anybody who likes this show","fast shipping,great quality,product came bran new",1403395200,"06 22, 2014"
"Very good actually. The plot deals with right and wrong. There is suspense, mistery and drama. I liked the characters and the whole Sci fy setting. Actually very good. I wish they hurry up and put more episodes out there.",It kept me totally interested.,1400198400,"05 16, 2014"
This show is just like the Onion as you read on line. It&#8217;s zany and funny. I think most people will like it.,Funny Show,1368921600,"05 19, 2013"
This movie could have been great if they had more production money. The actors probably took 80 % of the budget. They kind of set the movie up in the first few minutes with a book title about Dark Matter and the disappearance of the Lost Colony then it was like the Energizer Bunny it just kept going and going with no real plot development after that. Was it extraterrestrials controlling dark matter? Was it a supernatural force like vampires or aliens that are sensitive to all forms of light and discovered how to make it dark so they could swoop down and take their prey? Was the dark sentient and literally consumed people to survive? Was this the end or the beginning of the end? Was this just a way for the producer to make a quick buck(it bombed worldwide) without much substance? Was this a waste of 92 minutes? Tune in for the sequel. OK folks you can breathe now there is no sequel planned..at least not yet!!!,could have been better with more budget,1398729600,"04 29, 2014"
Very entertaining. The characters almost have you rooting for the &#34;other side&#34;.  A KGB couple that is hiding in plain sight.,The Other Side?,1368489600,"05 14, 2013"
"The quote above is sang by Tim to the son he took from the Used Toilet Paper store owner. Yeah, the movie is extremely bizarre. Tim & Eric spent $1 Billion to make a 3 minute movie and have to make that money back by reopening a destroyed mall, or else. Right off the bat, most people will either love this movie or hate it. I was stuck in the middle.First of all, be warned that this movie is very disgusting. In the first 15 minutes you'll experience full frontal male nudity (a piercing), dismemberment, vulgar language, and drug use. It gets worse from there. If you're fine with this, then you may ultimately be able to get through Tim & Eric. If you can't, then don't bother watching. The movie has plenty of funny jokes, although they do get repetitive; for example, the constant back and forth screaming arguing gets annoying after a while, but Will Ferrell's winking segment was hilarious so that's one exception. And some jokes aren't funny at all. It's immature comedy so don't go in expecting something sophisticated or you'll be truly disappointed. The scene where Tim inspects and takes Jeffery was probably my favorite and so were the scenes that involved them. The ending is over dramatic but hilarious as well. The biggest flaws are the long, drawn out jokes that aren't very funny.With plenty of guest appearances, Tim & Eric's Billion Dollar Movie was able to give me a few laughs and keep me interested to the end. If you want to watch this movie, I recommend checking it out on Netflix Streaming or Amazon Prime video (available on both as of 6 19 12).","""You are my son, you're better than anyone"" -Tim",1340064000,"06 19, 2012"
"I am disappointed in the start of the 5th season.  For me and my wife, sex has started to play a prominent role in the program.  Especially when a prostitute is featured as one of the stars.  If this keeps on and the spy angle starts to take a back seat, we will quit watching the series.We do like good mystery programs.",I am disappointed in the start of the 5th season,1405900800,"07 21, 2014"
"The story has become wrapped up in itself. Doesn't seem like many new ideas there in terms of plot. But we still  tune in to see how they handle the twists, turns...and how they look while doing it.","It's not just the story, it's the acting and the perfection of the clothes",1399161600,"05 4, 2014"
"No need to rent...just watch the preview, you see the whole show! Why are the previews so revealing these days. No tease... just let it all out. Not good.",This may have been a good show but the previews gave everything away.,1399939200,"05 13, 2014"
"It seems that every child star, especially if they come from the Disney studio, feels the need to prove that they've grown up, that they're now adults, by either shedding clothing or hurling foul mouth invectives in the movies they make once they exit their teen years. If that were all it took to be an adult then pre teens across the globe would be considered adults. Alas it seems we are destined to revisit this trend over and over again, this week presenting itself in the movie THAT AWKWARD MOMENT.The story revolves around three friends several years after their college days. Jason (Zach Efron) is the more womanizing of the three, moving from casual relationship to casual relationship with ease. Daniel (Miles Teller) is his right hand man, another carefree male on the prowl aided by his female friend Chelsea (Mackenzie Davis). Lastly is Mikey (Michael B. Jordan), the only married one of the group who opens the film being told by his wife that she wants a divorce. Adding insult to injury the man she's been having an affair with is her lawyer.In a show of camaraderie the three young men pledge to remain single together. To celebrate their oath they head out to the usual watering hole with the intent of hooking up for a night of casual sex. Mikey goes along but still reeling from his news takes things slow. Daniel, with an jazzist from Chelsea, finds someone for the night. And Jason winds up with a lovely young lady named Ellie (Imogene Poots) and finds himself having a better night than expected but due to a misreading of clues thinks Ellie is a hooker.Things get a bit more complicated the next morning when Jason and Daniel (co workers for the art department at a publishing company) find that Ellie is the new representative for one of the book companies they deal with. Realizing his mistake, Jason apologizes and tries to make it up to Ellie. So much so that he soon finds himself falling in love with her in spite of the promise he made to his friend.But he's not alone. Daniel suddenly discovers that Chelsea just may be the perfect match for him as well. Their budding romance moves forward with the exception that he doesn't share it with his two friends. But neither does Mikey when he starts to get back together with his ex. All three seem to have found the perfect match at the exact wrong time.Of course in the world of movies this means that one or all three will eventually brew up the relationship and whether or not they straighten things out and end up together isn't revealed until the last few minutes of the film. Is it a happy ending? Watch to find out.The movie uses a tried and true cut out technique in the way it's written, a pattern that feels familiar to anyone who's seen a movie in the last 30 years. All the beats are there with very little new added with the exception of an overuse of the F bomb and a few uncomfortable sexual escapades that are discovered by various friends and family. I kept thinking this felt like just about every other movie about young couples in today's world and in the end that was kind of sad, not because it had been done before but because it made me wonder if this was what being single was all about in today's world. If so then it's a truly sad world out there with no hope for romance, connecting with someone or a sense of what is right or wrong.The acting by all casts members was actually pretty good here, much better than I expected. Standing out among them for me was Davis as Chelsea. Her approach to so many scenes is lighter than some of the rest and makes it more believable. While one would think this film is centered around Efron, which it is to some extent, it actually gives all the leads plenty of shared screen time which makes the story just a little more believable.Fans of Efron will certainly want to see this film, especially those who can't wait to get a glimpse of his bare behind (lots of press releases shared this photo). But the movie will also have the effect of boosting the careers of all involved. In the long run the film is forgettable at least and yet still a bit entertaining in the end. Will it hold up to repeated viewings? Doubtful. But it will offer a nice entertainment for adults.",AWKWARD IS AN APPROPRIATE TITLE,1403654400,"06 25, 2014"
"This show is both entertaining and enlightening.  There is a reason this show is in its 11th season, the chefs are amazingly talented and the challenges are exactly what you would expect from a professional chef.",Can't get enough,1389139200,"01 8, 2014"
"I guess this was the Olivia show, with mom as her whipping post.  I'm nearly 60 and I don't believe I've ever heard a mother actually utter the phrase: &#34;She's still at the age where hitting is the cutesy phase&#34;.  Really?!!  I would love to see a show of hands as to how many adults think it's cute when you see a child slap an adult? This is one of the most extreme cases I've seen watching this program, but 80 percent of these 'parents'  allow back talk, snarky attitudes, tantrums, etc.  Not all, mind you, buy enough that should concern us. These are the 'entitled' ones who believe it all needs to be handed to them on a silver platter.  It makes me ill to see how catered these children are, how foolish the adults are.  I'm not sure who needs a spanking more the kids or some of the moms.On the other hand, some of these young ladies show fabulous poise, good manners, and upbringing.  I do think that pageants, when viewed and done correctly can benefit those involved.  Maybe they need to test the mothers for maturity levels before allowing their children to enter,I like watching the older kids more, but it's something only tolerable in small doses,  Watch at your own risk! lol","Season 4, Epi.6",1392854400,"02 20, 2014"
"One think that might be sad but true is how bad we humans are in the show.  Spaceship crashes and we think it's an invasion. So lets go shoot them and find out what the problem is later.  The cast is good and the relationships that develop are very likable.  I will continue to watch this show like I did Roswell, Alien Nation, and other space love tv shows.",A Good Teen love show.,1397260800,"04 12, 2014"
"I was attracted to the series because of the roulette board on the jacket and was not disappointed in my quest to learn more about the profile of the &#34;Gambler.&#34;  The bonus is that the gambler is also insightful, a keen observer and an accomplished psychologist.Good show.  I look forward to completing the series.Peace,Susan",The psychological profile of the gambler is spot on!,1367107200,"04 28, 2013"
"This is a buddy sitcom set on a Death Star like ship, what with all the trademark issues it has to be 'Death Star like'.  The pilot had some funny bits.  It'd have been nicer if they'd sprung for the full animation throughout   you never get a second chance to make a first impression ya' know.That said, it had some funny bits and I can see the potential.  Presumably the blond haired, dare I say buff? rebel leader needs to be fleshed out more.  I'd watch it to see where they take the characters and the setup.",Dork Minions -,1367107200,"04 28, 2013"
"i was out by the second ""song""this is a joke...""every where i look i see a chimpmunk on a waterski"".....ugh",reallllly?,1369612800,"05 27, 2013"
I enjoyed the shows and now every time I try to access one it says c content not available this is not the show rather something with Amazon,no video,1376956800,"08 20, 2013"
"Simply put, this is one of the best book to screen adaptations that I have ever seen.  I love the Harry Bosch novels and was really looking forward to this series but this exceeded my expectations.  The writing and acting were both excellent.  Most importantly, Titus Welliver is absolutely amazing as Bosch.  I can't imagine any other actor in the role.  I am dying for amazon to order the remaining episodes.  The second that I hear Bosch is going to get a full series I am going to become an amazon prime member. Perfect.",PERFECT,1391644800,"02 6, 2014"
"Very &#34;Teen&#34; &#34;sopy opera&#34;, but excellent remake of the old Tomorrow people to my opinion. Much better than the old without a doubt !",Nice plot,1386288000,"12 6, 2013"
"I gave TKOJM for short a try and by not setting the bar to high I wasn't disappointed by what I saw.The movies takes 110 minutes to develop its characters, back story and guide the viewer through the stories evolution.It stars out giving the viewer a glimpse of Jacob's life as a young teen living with his parents at their secluded cabin ( where most of the movie is shot) in the woods. He seems to be somewhat of a normal teen who is displaying typical teen problems with his parents who would much rather play video games than talk of play work outside.He finds a freshly fallen meteorite while chopping firewood for his dad. I will leave his early days life's story there for obvious reasons and fast forward to the present.A group of five friends rent Jacob's childhood cabin from Bob (the new owner) who has been renovating the cabin and gave the gang a good deal since the renovations haven't been completed yet.The acting and dialogue were pretty good until all HE double LL breaks loose and the acting tanks by the entire cast as well as the dialogue. The direction was decent enough for the most part, but the scenes used to build tension and or add a little fear factor were much to obvious and poorly timed. The lighting and sound really needed some help.The kill scenes showed some promise, but again the timing, dialogue and very poor special effects makeup ruin any chance for creepiness or grossed out gore. Jacob's eyes just don't help to sell him as the monster he is. Bear in mind what Jacob came in contact with as a teen in the woods for the explanation for his eyes and his behavior I guess?There is a fare amount of cursing including the F...word and a few scenes of graphic violence with blood and gore. There wasn't any nudity or any sex scenes in the movie.In closing this movie isn't a total write off as the story did show some creativeness and the acting was decent until the chaos starts. The movie could have easily been shortened by 20 minutes or so and by doing so helped with the VERY long time span between the killings (40 to 45 minute time span) from his teen years to present. If the director would have cut the kill scenes just as the killer was??? instead for using the TERRIBLE special effects makeup props it would have been much more effective and creepy. 2+ stars.",THE LONG AND DRAWN OUT SLOW DEATH OF JACOB,1402012800,"06 6, 2014"
"I actually wanted to like this one, and I kind of did, at first. The story of a couple guys pushing their new, potentially revolutionary idea into the tech market was interesting. There were some funny parts, but not as much as I would have liked. I was enjoying this pilot half way through until I realized it's basically the merger of ""The Big Bang Theory,"" and ""The Social Network."" You got a group of hyper intelligent guys (Big Bang Theory) and they have an awesome idea that will probably make them millions, (Social Network). Even some of the characters are suspiciously similar.Realizing this, I just couldn't get back into the show. It feels like I'm being pandered to and I hate it. ""Hey! You know those things that are really popular right now? Let's imitate that!""I just wish some of these pilots would have taken a chance and do something different instead of retread ground.Despite my witching, I would probably watch one or two more episodes and hope that it will deviate from what we're already familiar with. But as it is, I'm pretty disappointed.","Basically ""Social Network"" the show",1366848000,"04 25, 2013"
I found this series by accident.Similar story line as Jesse Stone.....I found series engaging and entertainingDefiantly surprises in the themes.,Enjoy,1373414400,"07 10, 2013"
This show was funny at parts! But boring for the most part! There was way to much cursing that was unnecessary to make it funny. The constant cursing took away from the storyline of the show! The black guy was the funniest part of the show! The storyline didn't hook me to make me want more right now! Probably wouldn't watch another episode! :(,Boring and not that funny! Too much unnecessary cursing!!,1366329600,"04 19, 2013"
"As with all reviews this is about both the qualty of the set and the show. If you disagree post a review as these reviews are designed to help fans who haven't purchased or seen the show make a decision NOT whether you agree or disagree (that's what the comments section is about). Moving on...Every season of every TV show has episodes that don't stand up to the best that has come before and after.The show looks very good. The extras include podcasts, deleted scenes a terrific extended episode of one of Ronald Moore's favorite episodes ""Unfinished Business"". There are also 2 episode commentary tracks in addition to the podcasts ported over from the web from the original broadcast. David Eick's video blogs are also included as well as the webisodes (which I never got around to watching so it is kind of cool having it here). I would appreciate more behind the scenes type of specials but I like that sort of stuff. Fans who just want the episodes will be pretty well served by its presentation here.This is another really good set. I am disappointed that we don't have a Blu ray version (yet) and I find it unlikely that Universal will be releasing this on HD DVD with the collapse of the HD DVD consortium. The show looks better than the standard definition broadcasts but not quite as sharp as the high definition. I'm looking forward to the fourth and final season of this terrific show. I'm also looking forward to Moore's future series (I am a bit disappointed with ""BG"" producer David Eick's update of ""The Bionic Woman"" which, while it has its moments can't even compare to ""BG"").PLOT SUMMARY AND SOME SPOILERS FOLLOW:  The third season has to my mind some of the best episodes of the series particularly during the episodes on New Caprica leading up to the deliverance from the Cylons. When we last saw the survivors of humanity they had settled on New Caprica. They were abandoned by the Galatica and Pegasus when multiple Cylon warships showed up in orbit because Adama (Edward James Olmos)and Lee (Jamie Bamber)felt that they weren't prepared to take them on. We get a healthy glimpse into the rigors and harshness of the Cylon occupation showing that, interestingly, they aren't any better or less flawed than their human captors.Saul(Michael Hogan)has started a resistence movement carrying out guerilla warfare against the Cylons to try and cause as much damage as possible in hopes of helping Adama on the ground when the Galatica returns to save them.From there the series deals with the fall out of settling on New Caprica in the first place, how humanity will deal with collaborators (it's one of the most riveting episodes of the season in my opinion), find out that the Galatica and the Cylons are on the right course for Earth and that there is a mysterious plague striking the Cylons. As with previous episodes the show deals with a number of ethical issues that other shows wouldn't (and couldn't) touch. I know that there are those that were disappointed with the 3rd season feeling it ran too long or that many of the stand alone episodes were weak but I would disagre; I felt that the quality was consistent with the first two seasons dealing with interesting and complex themes.",3rd season highlights are as good as previous episodes while some of the stand alone episodes don't quite hold up as well,1206057600,"03 21, 2008"
"IT was ok not refiting could have been more stimulating to my senses perhaps or not, three stars is sufficient",dark blue,1393891200,"03 4, 2014"
"I spent the whole time waiting for a point. There was none.  Some of the acting was okay, but ultimately something was lacking.  It just didn't make much sense and was not interesting.  The whole concept had potential, so it was disappointing that it didn't deliver. It dragged on so much that I had the feeling that the story could have been better told in half an hour rather than an hour and a half.  I'm glad it was free to watch.",Don't bother,1402704000,"06 14, 2014"
