reviewText,summary,unixReviewTime,reviewTime,rating,label
"A very interesting premise: can a man with eidetic memory and perfect score on LSAT play a lawyer without having even been tocollege let alone law school? More broadly, do lawyers have scruples and or consciences? The series attempts to answer thesequestions through video narratives.",Suits Season 1,1401753600,"06 3, 2014",5,1
The show pulls me into the story.  Especially the story of the villain.  Why does he do the things he does.  What is it he is after.  And will the FBI figure it out hehe.,Show is very compelling,1390780800,"01 27, 2014",5,1
Anyone wanting to know about the Kennedy Clan and it's illustrious history must watch this miniseries.. Every actor.. Every single person in this series is the best in his or her craft..! no Question that this is as good as it gets.,HIstory at is VERY BEST,1381708800,"10 14, 2013",5,1
"So far Matt Smith has been doing an excellent job as Doctor Who, I'm sad to see him go. The new companion has a very interesting story line and without spoiling anything a great origin story. One of the best episodes of Doctor Who is in this season, The Christmas episode was also interesting but now I have to go back and see what other episodes the great intelligence came out in.",Part two of the best season of Dr. Who,1379721600,"09 21, 2013",5,1
Archer is an adult cartoon show. Archer is a Secret Agent and works for his Mother along with a gang of misfits. I could do without some of the language but otherwise it is a great show.,Clever Adult fun...,1394928000,"03 16, 2014",5,1
Good show and a little different. Just long enough to keep your interest but not so long as to get boring.,Night Player,1400544000,"05 20, 2014",4,1
"This is what made Daniel Tosh famous. Edgy and funny, series was getting on its feet. Season 2 is better once they had gotten everything working. This season was before success inflated Daniel's ego and ruined his show.",Daniel when he was good,1373846400,"07 15, 2013",4,1
I rewatched all of Season One on Amazon Prime to get ready for the new season opening. I love this series. Thank you Stephen King for scaring me all my life and for creating amazing stories with your unmatched imagination.,Love this!,1404000000,"06 29, 2014",5,1
"When I started watching this show I was seeking a comedy as was not disappointed.  I loved this show & laughed during each episode.  I really hope they make more.  The characters are quirky, the story line is hysterical.  Anyone who loves British comedy will enjoy this show.  I recommend it highly.",Family Tree,1401926400,"06 5, 2014",5,1
"The only thing I have to say is that I wish there had been more. While it does tie itself off in the end. It's one of those shows, that for me, if there was 20 seasons. I wouldn't have wanted it to end.",4,1362787200,"03 9, 2013",5,1
This show has been great right from the first episode.  The actors actresses were really well cast.  The script is well written and contains enough revenge to keep you coming back for more.  Can't wait for season 4.,Great Series,1402358400,"06 10, 2014",5,1
"I thought this was pretty good for a new TV series. I doubt that I would be watching it every week, but possibly.",Pretty good,1395446400,"03 22, 2014",4,1
Learning about the children's services even though it was &#34;Hollywood&#34; tugged at my heart strings. All the actors and actresses were perfect for their part.,Great series,1388102400,"12 27, 2013",5,1
Amazing visuals! Great show! I love when educational programming can be so entertaining. I often forget that this is based on actual history (in a good way).,Wow!,1396396800,"04 2, 2014",5,1
"Get the idea I liked this series. I think the whole production was well done. Writing, directing, acting, all of it...just loved it.",Love it Love it Love it,1379548800,"09 19, 2013",5,1
"I like it, but Dr. Rosen is a little smarmy.  Also, they need more villains than just Stanton Parrish.  Perhaps a serial killer, a band of terrorists, or something along those lines.  It gets a bit boring with the same villain every episode.",They need different villains.,1380758400,"10 3, 2013",4,1
I first watched Blue's Clues as a babysitter about 20 years ago and now enjoy watching it with my own children.  My kids (ages 4 and 1) both enjoy it.,Still a great show for little ones,1393372800,"02 26, 2014",4,1
"This is my all time favorite cooking show. I have made several of these recipes after watching the videos and hopping in the car to get all the ingrdients at the grocery, and each one came out exactly as it should have. My fave is the episode with the french apple cake. I cant remember which season that is but the cake is amazing and very true to the flatter, sweet cake the french make with lots of apples. These recipes are manageable for your average hobbiest cook in your own home's kitchen. The only recipe i will decline to make is croissants... that one is just took much trouble. Rather the bakery handle that one! If youclike to cook ajx want a variety of interesting, doable and true to promised good taste, watch all these episodes and seasons.",i have made several of these recipes,1395705600,"03 25, 2014",5,1
"Hercule is sooo funny when he says he's not French; he's just so offended. Honestly, I love this character and all of the episodes.",He's NOT French!,1388966400,"01 6, 2014",5,1
ok this episode starts out kinda slow...but then OMG!!! the secrets the Larson family  keep slowly start to come out! i love this show and each episode is better than the last!,WOW!!!!!,1338249600,"05 29, 2012",5,1
"Surprisingly strong.  It seems to rise above expectations.  Some weak acting, but very strong moments appear frequently enough to keep this series above par.",Over all:  Quite strong,1400544000,"05 20, 2014",5,1
"I am truly facinated by this TV show.  I have all 3 seasons and can now watch each one, uninterruped by commercials.  It's so amazing how they plan each caper.",Leverage,1315526400,"09 9, 2011",5,1
I really enjoyed this movie.  Dame Judi Dench is one of my favorite movie stars.  She is fantastic in all of her movies and she always picks the movie she wishes to be in as an actor.,A very good movie,1386201600,"12 5, 2013",5,1
"Single Handed offers the complexity of what some people would consider the simple life of a small community in Ireland.  Jack tries very hard to earn the trust of the locals, but sometimes he lets them down.  I like the &#34;human&#34; quality that the writers emphasize in his character.  Just because you wear a uniform doesn't instantly dismiss the conflicts of character.  I admire the persistence of Jack's character, however, to follow good.  I always look forward to the next episode, knowing that the same problems are encountered in the everyday lives of people no matter where they live.",Conflict  of Character with Good Winning,1394064000,"03 6, 2014",5,1
Popular for a reason. Highly entertaining. Better than most reality shows. No over the top fake drama. You will grow to love these guys!,just watch it,1380844800,"10 4, 2013",5,1
"Warning! The following contains spoilers. If you haven't seen Season Three and want to remain spoiler free, do not read this review.Season Three of BATTLESTAR GALACTICA was the most debated and controversial yet. Much of the controversy stemmed from the number of hot button political topics it addressed. What other show would take several major characters we know and love and have them execute another character we had known from the beginning of the series for collaborating with the enemy, demonstrating in the process the extreme danger to justice inherent in independent military tribunals (disturbingly similar to the ones that the Bush administration has advocated)? What other show takes up the logic and ethics of suicide bombing by having ""us"" attack ""them"" by the death of another semi recurring character in an effort to kill recruits for the local police force? Many of the episodes outraged those on the political right, as the parallels with the situation in Iraq was, despite efforts to minimize the resemblance by references by creator Ron Moore in interviews to Vichy France, became increasingly blatant. To his credit Moore, a member of the left but a self admitted Rush Limbaugh listener, has not had the show lean too heavily to the left for most of the show's run, but in the season's first several episodes that balance fell away. And in the most controversial episode of the season (debated on Internet boards more pjazzionately than I can ever remember any episode of any show) the question of whether genocide against a murderous enemy is justified, pitting several of the major characters on the show against each other.On the other hand, Season Three had several surprisingly uninspired episodes. All of these were of the ""stand alone"" variety. All of the ""mythology"" episodes (to use the X FILES terminology that Ron Moore himself often uses) were outstanding. In posts on boards, podcasts, and interviews Moore has said that most of these episodes are produced by the insistence of the network. The thinking is that having nothing but arc episodes intimidates potential viewers. But the brute fact is that at this point in the series it is a sheer impossibility for anyone to start watching at this point. This is the beauty of DVDs. Anyone who wants to watch BATTLESTAR GALACTICA can by buying the DVDs, borrowing them from a friend, downloading them from iTunes, or renting them from Netflix or their local DVD rental store. Bizarrely the networks don't seem to have comprehended the ways that viewing patterns have changed.Season Three is structured around the Cylon occupation of New Caprica and the ongoing effects of that occupation following the rescue of the humans by Galactica. Many of the characters on the show never quite get over their experiences there, in particular Tigh and Kara. Interpersonal conflicts that were created on New Caprica, especially between Kara and Lee, take much of the season resolve, and the whole New Caprica experience doesn't really come to an end until the close of the trial of Baltar in the season finale. In one way or another the experiences there color almost everything that happens during the season.Instead of summing up individual episodes or talking about the major story arcs, I would like to highlight my ten favorite moments of the entire season.1. The Adama Maneuver: During the rescue on New Caprica Adama gets crucial Vipers into the fray by jumping into the upper atmosphere of the planet. Since Galactica cannot fly in an atmosphere, they launch the Vipers as the ship plunges in a fiery ball towards the surface, jumping again just a couple of hundred feet before smashing into the earth. It is   and I say this with little fear of contradiction   the most extraordinary special effect in the history of TV. No one who has seen it has been able to forget it. It is inconceivable that the show won't win the Emmy this year for Best Special Effects (but then, it is impossible to see how they lost to LOST and its black smoke effect last year) and when it does, this is the special effect sequence they will show at the awards.2. Leoben has imprisoned Kara in a living situation that parodies that of a married couple. As they dine Leoben stands beside her and tells her how beautiful she looks. She smiles and rams a pair of skewers through his neck, kicks him back and falls on his chest stabbing him repeatedly. She returns to the dining table, takes a bite, then daintily dabs at her mouth with a napkin, oblivious to the blood that covers one of her hands.3. The death of Jammer: In ""Collaborators"" several characters we've known and loved kill Jammer for being a collaborator during the Cylon occupation of New Caprica. We've known Jammer since Season One when he, Cally, and Socino tried to make a still. But that doesn't prevent him from being shot out an airlock. Nearly as good was the near execution of Gaeta later in the same episode.4. Five great Sharon moments. This is a total cheat, but here are five great moments involving Sharon in Season Five. 1) The last time we saw Sharon in Season Two she was deeply distrusted from not having told Galactica about Cavil being a Cylon. She had told Helo that she wanted nothing to do with him or anyone on Galactica. Our first shot of her in Season Three, her cell door is open and we see it filled with comfortable furniture: a desk with books, an end table and coffee table, wall hangings and curtains, a comfy chair, and a large and extremely comfortable leather couch. Adama is sitting beside her drinking tea and he tells her that he feels all alone, except for her. Clearly in the previous year, somehow Sharon had become just about Adama's closest friend. 2) Because of the new trust Adama has in Sharon, she becomes an officer in the colonial fleet. Through the rest of the season she repeatedly tells others   whether human or Cylon   that she has given the fleet her word and she intends to keep it. Though some doubt her, Adama's faith in her is repaid repeatedly in the season. 3) Sharon enters the Cylon Detention Center on New Caprica to recover the launch keys that are crucial if the humans are to escape from New Caprica. She gets interrupted by D'Anna Biers, who tries to tempt her into coming back to the Cylons with the news that Hera is still alive. Sharon responds by putting a bullet into both her D'Anna's knees. She walks away, saying ""Adama wouldn't lie to me"" (and it turns out he didn't, since he didn't know that Laura stole Hera and faked her death). 4) Sharon and Boomer come face to face. One of the season highlights had to be the show's two major Number Eight's meeting. The irony is intense, since at the beginning of the series Sharon was completely on the side of the Cylons and Boomer was with the fleet, unaware that she was a Cylon sleeper agent. Now, however, Boomer like D'Anna before her tries to convince Sharon that she doesn't belong with the humans. Her reply is to the point: ""I made my decision and I know where my loyalties lie."" 5) Boomer does, however, tell Sharon that her daughter is still alive and is on the nearby Cylon basestar. After Adama confirms with Roslin that Boomer's story is true, Sharon rescues Hera by talking her husband Helo into killing her so that she will resurrect on the Cylon resurrection ship. Only seconds after reaching Hera she plots her return to Galactica. The irony is that only a few minutes earlier Roslin was dressing down both Helo and Adama for their faith in Sharon. Knowing that Sharon is downloading into a new body she tells them, ""And now all of our lives are in the hands of Sharon Agathon. All we can do is hope that your wife is worthy of the unconditional trust you place in her, Captain. And you as well, Admiral."" What is wonderful is that Laura states all this as if it is in doubt. But less than an hour later Sharon is back on Galatica with Hera. Oh, and Sharon is given her own handle: Athena, a nod to the original series in which Athena was Adama's daughter. And in this one Sharon has become one of his surrogate daughters.5. ""Exodus, Pt. 2"": I said I wouldn't summarize any episodes and I will resist doing that here. But this episode, which contained ""The Adama Maneuver"" I mentioned above, is easily one of the two or three most unforgettable episodes in all of BSG. At the end of 2006 the well known Internet TV website The Futon Critic issued its annual list of the Top Fifty episodes of the year. With total justification they named ""Exodus, Pt. 2"" the number one episode of 2006, not just of BSG but of all television shows combined. It was that good. Four beats made it stand out. First, Saul Tigh's killing of his wife Ellen for collaborating with the Cylons, second the Adam Maneuver, third, the rescue of Galactica by Pegasus and its destruction, and fourth, Kara learning that Leoben had lied to her by telling her that Kacey was her daughter.6. The fight between Kara and Lee in ""Unfinished Business."" In the Season Two finale we learned that somehow Lee and Kara had fallen out with each other so completely that they were barely able to talk to one another. In this episode we get that back story. Adama has called for a series of boxing matches to air out grievances that crew members feel towards one another. We see Lee and Kara's story intercut with their pounding on each other in the boxing ring, learning of the night of pjazzion that they spent with each other and their declaring their love for one another, and of Kara's sneaking off and marrying Anders the next morning. As Kara and Lee (who she is able to fight evenly partly because Helo beat up on him in an earlier fight and partly because Kara resorts to dirty fighting) collapse into each other's arms, their faces bloody messes, she tells him, ""I missed you."" His mouth filled with blood, he is barely able to say, ""I missed you too."" Her face buried in his shoulder, you can see her smile broadly as the episode ends. One of the best episodes in the show's run.7. In a stunning scene on a Cylon basestar, D'Anna Biers tortures Baltar while he manages to project to a beach where Six makes love to him to get him through the ordeal. As he tells Six ""I love you"" D'Anna hears the words as addressed to her and although torturing him feels deeply moved. It is a sequence that has to be seen to be believed.8. Adama and Laura's intimacy. Through Season Three Adama and Laura grow closer and closer, as intimate as two people can be while remaining completely Platonic. They still have conflicts. When Laura tries to justify stealing Hera and faking her death Adama walks away without even listening to her. And in the finale Roslin feels betrayed by his vote of Not Guilty in Baltar's trial. But you get the sense that they have moved to a new level. That they have an intimacy that can't be affected by mere disagreement. The highpoint of their intimacy might be their smoking dope on New Caprica and cuddling while gazing up at the stars. It is so wonderful to see two people who have shouldered so much in order to save the remnants of humanity to get a few minutes of peace 9. Lee Adama's moment on the stand. During Baltar's trial Romo Lampkin (magnificently portrayed by Mark Shepard) calls Lee onto the witness stand even though he is serving as co counsel. Jamie Bamber's performance is one of the season highlights and perhaps the best moment in a season finale stuffed to overflowing with truly great moments.10. The last ten minutes of the season: In the final few minutes of the season we learn the identify of four of the Final Five: Tigh, Tyrol, Samuel T. Anders, and Tory (the four T's  giving additional credence to the thought of some that Kara ""Starbuck"" Thrace is the fifth member) by their response to a song that they keep hearing in their heads, which turns out, almost impossibly, to be Bob Dylan's ""All Along the Watchtower"" (leading some to refer to them as the Dylons). Then the Cylons attack. The four new Cylons ponder what to do before Tigh magnificently tells the other three: ""The ship is under attack, we do our jobs. . . . My name is Saul Tigh. I am an officer in the Colonial Fleet. Whatever else I am, whatever else it means, that's the man I want to be. And if I die today, that's the man I'll be. But those lines are rivaled by the last of the season, as Lee pursues ""a bogie at my ten"" in his Viper and discovers none other than Kara Thrace, who had died spectacularly three episodes earlier. She looks at Lee, jazzures him that it really is her (a fact confirmed by executive producer Ron Moore, who also confirmed that the four Cylons really are Cylons), and tells him, ""It's gonna be okay. I've been to Earth. I know where it is. And I'm gonna take us there."" The camera pulls up over their two Vipers and then rapidly pulls back through the colonial fleet, through the pursing Cylons, back through the nebula and an arm of the Milky Way, and then rushes across the galaxy to our solar system, focusing on earth as the season ends. It is an utterly breathtaking moment.This is absolutely essential television. If you care for great television, this is the kind of stuff you have to care about. The tragedy is that while every major television critics has pjazzionately praised the show and while a host of major publications from TV Guide to Time to Rolling Stone have proclaimed it the best show on TV, it has struggled to find viewers. The irony is that many Sci fi fans don't watch it because it doesn't resort to the clich&eacute;s that dominate the genre and make it in most cases completely unchallenging television and many mainstream TV fans don't watch it because they mistakenly think it will only appeal to Sci fi fans. It is what it is: the best show on TV. You need to watch this.",Another stunning season for the best show on television,1201132800,"01 24, 2008",5,1
"Wow! Talk about some great acting! They portray the evil side of mankind so well but Marshall Raylan always gets his man in the end. I can't wait to,start watching season 3.",Awesome series,1364515200,"03 29, 2013",5,1
"Who says the sitcom is dead?  Not since Arrested Development has a sitcom been this truly hysterical and quick paced that you don't know what to expect next.  It's Always Sunny in Philadelphia, originally premiering on the FX network in 2005, revolves around four friends: Charlie (Charlie Day), Mac (Rob McElhenney), Dennis (Glenn Howerton), and his sister Dee (Kaitlin Olson); all of whom own and run an Irish bar in downtown Philadelphia.  They get into all kinds of crazy hijinks through misunderstandings and just plain bad judgement, ranging from being mistaken as a gay bar to Charlie lying about having cancer.  Yes, there's nothing really wholly original about the show's premise, but it remains hysterically funny throughout.  The second season of the show finds Danny DeVito joining the cast as Dennis and Dee's father, who isn't the sanest of the bunch either.  This DVD set compiles the first two seasons of the show, and is definitely worth picking up for viewers who turned it when it first premiered, as well as newer viewers who may be anxiously awaiting the upcoming and long awaited third season of this very funny show.",Absolutely hysterical,1185667200,"07 29, 2007",5,1
"I enjoy watching the people tell their stories and share their &#34;evidence&#34; about ghosts. Whether you believe or not, it's entertaining.",Fun and scary,1392249600,"02 13, 2014",5,1
This show is getting better the longer it runs.  I had my doubts at first but not I'm sold.  I hope they keep it up.,Good show,1383436800,"11 3, 2013",4,1
"there are to many Sherlock Holmes these days. This one is very different  funny, yet serious & suspenful. Well done !",Brilliant acting & interesting plot,1391472000,"02 4, 2014",5,1
"The cast is excellent, the plots are good.  I do, however, wonder why, after 9 years of sleeping together, Allistar and Judith only kiss on screen once and that's at their wedding.",Comforting like peanut butter and mac and cheese.,1366588800,"04 22, 2013",5,1
It is just a fun show to watch.  My wife and I enjoy it for the plots and the comedy.,Fun show,1370908800,"06 11, 2013",5,1
"So  far, love.  I was a young adult in the 1980's and knew about the so called Cold War but I've NEVER understood the &#34;spy next door&#34; concept",OMG startling fun and good,1394323200,"03 9, 2014",4,1
"10 10 would watch again.Starts off intense and yet confusing, as it should, and then starts the build up as the characters we all know and love continue to work through the complications that have arisen in their lives.","Brilliant, thought provoking",1395273600,"03 20, 2014",5,1
"This series is more like a really long movie, very well made.  Watched the first two seasons, and even though the ending tied up a lot of loose ends I wish there were another season!",Good Worst Case Scenario Show,1361750400,"02 25, 2013",5,1
THis movie was awesome the whole way through! But the ending sucks. Expect a really entertaining and supensful romance but don't expect the ending you want!,Awesome TONS OF SUSPENCE the whole thing is drama,1316304000,"09 18, 2011",4,1
"If the rest of the episodes are as good as the preview, I'll be back for more! I enjoy listening to cljazzical music so it's great to watch a TV series based on this style of music. Script was good, good characters, all in all a well put together show!",Mozart in the Jungle,1391990400,"02 10, 2014",5,1
"David Tennant rocks. I love his version of the doctor. He 's able to show more emotion than is usual in this character,",The Doctor,1387065600,"12 15, 2013",5,1
Began watching this at the suggestion of my older daughter who is a Stephen King fan. It is fun to watch on Amazon Prime and on my schedule. It is convenient also since I receive a notice when the next episode is available. It will be good to have the &#34;mystery&#34; of the Dome and the intent behind it revealed.,INTERESTING PREMISE,1376006400,"08 9, 2013",4,1
"Bets finally finds out a few things about her husband, Don continues to cheat on her while she does the same, the kids suffer in the process, the British owners of Sterling Cooper shake things up at the firm, Sal can't hide his gay identity forever, Peggy really comes into her own, Joan must deal with her husband's failings, JFK's presidency comes to an end, the Civil Rights movement is well underway, and the acting and production design are still as strong as ever in this, the third season of Mad Men.Bets is still unlikeable: cold, mean, unappreciative of her kids and always making them go outside or upstairs or to the tv room to avoid interacting with them, and yet you can't help feeling some sympathy for her.  Don is gone most of the time, doing as he pleases, though he forbids his wife to do the same.  The Draper kids get more screen time as well.Things have changed so much for the agency and for the Drapers by the time we reach the finale that it really makes a fan wonder where it will all go from here.  Good suspense.",Drama and conflicts heat up for everyone,1273708800,"05 13, 2010",5,1
My three year old daughter really enjoys this show. The songs are pretty catchy and its fun to sing them to prepare her for what's next in our day!,Bubble Guppies,1383955200,"11 9, 2013",4,1
I really enjoy this series. I hope I can catch up on the episodes soon. I have liked every episode I have seen thus far.,Excellent,1368144000,"05 10, 2013",4,1
"The standard fare of gratuitous bloody, undead violence is served up in abundance this season. With each season a new, increasing threat to survival is introduced. First, it was walkers. Then it was the elements and group dynamic breakdown, plus blood spurting random chomping on of beloved characters. Now, the living and the dead are menacing.I refuse to give a spoiler but I will say this: don't fall in love with anyone. Your heart will be broken.","Die, Governor, DIE!!!",1387584000,"12 21, 2013",5,1
I have watched this show from the beginning and I love it!! Eric McCormick does a fantastic job as Dr. Pierce!! Loved him in &#34;Will and Grace&#34;!! He is an amazing actor!!,Another Great TNT Show,1395705600,"03 25, 2014",5,1
"Again I will skip all the plots as those have been mentioned.Season One consists of 12 episodes on 3 disks.  Minimal special features, they have only deleted scenes on the first two discs.  The third disk containsDeleted scenes from the shows on the third diskGag ReelCross Examination: Fan Q&A;Dogfight CommentaryWith a show this interesting I really thought they would offer more.  I didn't pay full price for this and I am glad I didn't.",Technically ok,1388016000,"12 26, 2013",4,1
"I absolutely adore this show. It's my kind of humor. It pokes silly fun at people from Portland, pretentious health concious hipsters, too hip for their own good.Ordering food in a restaurant becomes a five year trip to an organic chicken farm run by a charismatic cult leader who imbues every encounter with God like love.The handsome goofy mayor is all over the place mentally, deciding to get together a baseball team for Portland which ends up with whatever pot luck players want to join, including an old man who is deaf, a very obese African American, etc.The long haired proprietors of a bookstore carrying only books about women's issues are snobby space cadets, unable to make change without closing up shop and going to the bank.The title of the show is a combination of the words Portland and Utopia. In one episode, it is explained that Portland has never left the 1800s. Men have long beards and handlebar mustaches. People make their own beer. Bikes are the main transportation and they are uncomfortible ones. People raise their own chickens.Until I can arrange to visit this strange and funny place I can watch this, although there weren't enough episodes.I find this show a breath of fresh air. It's off the wall silly and I love it.",Love this so much!,1342310400,"07 15, 2012",5,1
"My kids love this cartoon and so do we. It's bright, fun, the characters are cute, and most of all I love the way they teach kids about dinosaurs and use the correct words and terms, not baby words. It's great when my 5 year old says ""mommy, they're in the Jurjazzic period"".",Fun and educational!,1365465600,"04 9, 2013",5,1
I have watched the first three seasons of this show and have always been more interested in the background and history of the haunted sites than in the sightings themselves. That leads me to believe that there are many great stories out there waiting to be told.,The history is the attraction for me,1397260800,"04 12, 2014",4,1
"he first season was so great I watched the second in a matter of a few days, Good thing I was sick so I could have an  excuse to have my own marathon. As long as it keeps moving like it does I will continue to watch ..You will love it if you like Law stories and the legal system films very good,",Still Love it.,1395273600,"03 20, 2014",5,1
"Great story line, like a book unfolding as it went on. Then the killing completely shocked me, it was one of those tv shows I would watch again it does not happen often.",Loved this show,1354752000,"12 6, 2012",5,1
"This show has it all with the sexiest guy around! You know Matt Bomer! He is smart, clever and all those things wrapped up in a Man body. The show is great with all the other characters mixed in. You should get a copy and see for yourself.",White Collar Season 1,1377043200,"08 21, 2013",5,1
"THIS IS A GREAT SHOW! THE BEST ONE BY FAR! YOU NEVER ARE DISAPPOINTED WITH ANY EPISODE! GREAT ACTION, GREAT CHARACTERS! GREAT PLOTS! WHAT ELSE COULD YOU ASK FOR! WIRTH EVERY PENNY FOR THE PURE ENJOYEMEMENT IT GIVES BACK TO VIEWERS!",ABSOLUTELY A MUSTTO SEE!,1401580800,"06 1, 2014",5,1
Great spy mystery!  We really enjoyed this series.  The actors were great along with the story line.  We highly recommend this series.,The Americans Season 1,1398729600,"04 29, 2014",5,1
"Truly a masterpiece of writing and acting, coming together in a visual perspective second to none! You will not go wrong watching this series!",Over the top acting,1389657600,"01 14, 2014",5,1
This is one of the best series I've seen. I could hardly wait to see the next episode. The characters are truly believable in their portrayals of the country way of living in the beautiful English countryside. Perfectly cast are each and everyone of the characters. I highly recommend seeing all the seasons.,See this!,1384214400,"11 12, 2013",5,1
These guys are great and they have a fantastic team. There have been a couple of knock off shows that weren't even in the same galaxy as the Mythbusters. I would give 7 stars if I could!!,What I want to be when i grow up! --I'm 65 by the way,1373500800,"07 11, 2013",5,1
"At times I'm not sure how I feel about this show.  Worth watching, though.  I wish there were more characters to actually like.",not bad,1395705600,"03 25, 2014",4,1
I enjoyed the first season of this series but the writing got better in the second season.  You could also tell the actors had more fun with their roles.,Way better writing,1391040000,"01 30, 2014",5,1
"Mostly love. She is way too self deprecating, though, which gets really tiresome; and there is lot of negative humor about older women, so don't watch it with your mom. :( Which is sadzers, because she'd love Mindy, if Mindy had a filter.So.... I mostly like it, but she kind of goes for the easy shot. I LOVE the guy who plays the medical jazzistant that did time in prison! He makes the show. LOL!",Mindy's Bubbly Project,1363737600,"03 20, 2013",4,1
I haven't even finished watching the first episode and decided to write a quick review  just based on the guy wearing a pajama shirt on camera and describing his old window gljazz as hallucinogenic and the cat view as 'Suess'! I love old stuff and like the fact that many items here would of been trashed by other folks. This show isn't pretentious; they aren't prancing around in fancy clothes like some of those renovation people (eye roll); seems down to earth. Who cares if he might have money? At least he seems like a real person.,Pajama shirt Awesome!,1394236800,"03 8, 2014",5,1
"""South Park"" has been one of the few animated television series that seems to have only gotten better with age. Every season, the show seems to improve a bit more. The animation of the show, despite being glorified versions of their construction paper cut outs from 15 years ago, has evolved drastically over the years and now features the likes of cel shading, computer animation, and even live action segments. The writing of the show only gets more imaginative with each season as the show continues to put a viciously comical spin on current events, celebrities, and movies. It's taken 16 seasons to finally check out the show on Blu ray. Even if you're a mjazzive fan of the show, the mindset is that maybe the show doesn't really require fans to watch the show in high definition. But the show looks and sounds darn good in the format.""The Complete Sixteen Season"" features all 14 episodes from season 16 in a sleek two disc Blu ray package (or three discs for the DVD). While the Dolby True HD: English 5.1 surround sound is incredible, it probably won't be your preferred choice if you don't have an excellent sound system in your home. Viewing the series with this option on an HDTV with its normal speakers, the music and sound effects of the show are mjazzively loud while the dialogue is a bit on the low side. Be sure to use the 2.0 Channel sound option to help resolve this issue.Favorite episodes include ""Butterballs,"" ""Sarcastaball,"" ""A Nightmare on Facetime,"" ""A Scause for Applause,"" and ""Obama Wins."" ""A Nightmare on Facetime"" is the first Halloween themed ""South Park"" episode in six years, ""A Scause for Applause"" adds the ""South Park"" spin on Dr. Seuss and WWJD bracelets, and ""Butterballs"" is an exceptional Butters episode that revolves around bullying, Hollywood, and a certain act in San Diego.""Obama Wins"" may be the season's crown jewel as it seems to cover so much and yet feels so effortless in execution. The endless supply of General Tso jokes helps, but most of the episode is carried by the election, ""Star Wars,"" and Morgan Freeman.Nearly every episode has its strengths or, like other ""South Park"" episodes you may not care for the first time around, become more enjoyable with repeat viewings. ""Reverse Cowgirl"" features one of the best one liners of the season (""Dude, you can't force me to wear a seatbelt while I take a dump!"") while ""Cash For Gold,"" ""Faith Hilling,"" ""Cartman Finds Love,"" ""Raising the Bar,"" and ""Insecurity"" are all solid episodes. The least enjoyable episodes are ""Going Native"" and ""I Should Have Never Gone Ziplining."" The show has dabbled with live action before, but the ""Ziplining"" episode may be the first time the boys have been portrayed as real people. So the episode is at least noteworthy for that reason.In addition to the Mini Commentaries on every episode by ""South Park"" creators Trey Parker and Matt Stone, the only other special feature are a little over four minutes of deleted scenes; the best one being one from ""Reverse Cowgirl"" where Jimmy tries to cheer up Craig with some stand up comedy.",Oh Long Johnson,1379980800,"09 24, 2013",4,1
"If you like your episodic tv deep and dark with a full set of teeth, this is the show for you.  Great cast of characters well drawn and well acted. Jason Momoa, Martin Henderson and the awesome Julianne Nicholson. Who knew the backwoods setting was right here in New Jersey?!",This show's addictive,1395964800,"03 28, 2014",5,1
I've always enjoyed cooking shows and this one is fun but I don't know why this comment has to be so long,I like cooking shows,1385856000,"12 1, 2013",4,1
"I have always enjoyed the antics of Annie Walker, she certainly came out of her shell in this Series.  I would like to have seen more discs to make the  Series longer.",Covert Affairs: Season Three,1375315200,"08 1, 2013",5,1
The guy who is cast as the 'alien in charge' does great acting.  Supporting cast all do a great job.  The kids do even better.  Very quirky and different.  I highly recommend this show.,quirky show-different from anything else  LOVE IT!!,1355961600,"12 20, 2012",5,1
"My husband and I always watched Inspector Morse, and, of course Lewis was in them so we came to really like him.  I really like Hathaway, he is a good foil for Lewis and very well educated, so he is different and interesting.  The Oxford settings are great, I enjoy the scenery and the people depicted.  Keep it going, I watch on my Fire HD.Bev. McGraw",Great English Mysteries,1363219200,"03 14, 2013",5,1
"UPDATE: Surprise, surprise! This series is getting better. It is not restricted to a single baddie and gets better with each episode. I am starting to enjoy it, so I added one star to the rating.++By that statement, I mean that every couple of minutes you will roll your eyes at how ridiculous this series is. Most of the acting is stilted, and the female lead is unbelievable. She does not speak well nor does she communicate intelligence. I find the idea of her being an FBI candidate more implausible then there actually being a headless horseman! I like the genre so I will revisit this series at some point and see if it picks up. For now, however, it is a no go.","+1 star, it's getting better;  A real eye roller!",1380067200,"09 25, 2013",4,1
"Watched the first episode of the mid season return last night, and I am into this show again. I didn't like the last episode much at all. The governor died way too easy after all he'd done. But the show stays interesting even after some of the best characters die off. Still don't know if little ""jazz kicker"" made it, or anyone else except for the three in this episode. I haven't read the book, so guess I'll just stay with it until the bitter end. Looks like Carl is getting a little messed up. Maybe he'll be a governor someday.",Carls world.,1391731200,"02 7, 2014",5,1
Generally a good production. Realistic depictions of nuclear weapons and radiation effects. Also pretty realistic depiction of EMP effects (older vehicles without computerized electronic ignitions able to run etc).And then I just like some of the players in whatever role they play.,A possible scenario,1367020800,"04 27, 2013",4,1
Congradulations to the writers of Alpha.  Good storyline very funny.  The x rated picture acidently posted by Louis's aid was hilarious and does he know his daughter is in a relationship or is he that dumb?  Reestablished my like for the Republican Party.,Another good episode,1388275200,"12 29, 2013",5,1
